Company,TypeName,Inches,Gpu,OpSys,Price_euros,Ram_GB,Weight_kg,SSD_GB,HDD_GB,Total_Storage_GB,Is_IPS,Is_Touchscreen,Screen_Width,Screen_Height,Res_Class,PPI,CPU_Brand,CPU_GHz,GPU_Brand
Asus,Ultrabook,15.6,Nvidia GeForce 940MX,Windows 10,1049.9,8,1.7,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
HP,Ultrabook,12.5,Intel HD Graphics 620,Windows 10,1335.0,8,1.26,256,0,256,False,False,1920,1080,FHD,176.23257360658386,Intel,2.7,Intel
Dell,Notebook,15.6,Nvidia GeForce GTX 1050,Windows 10,2639.0,32,2.06,1024,0,1024,False,True,3840,2160,4K,282.42399616439724,Intel,2.8,Nvidia
MSI,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,Windows 10,1199.0,8,2.7,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Toshiba,Notebook,15.6,Intel HD Graphics 620,Windows 10,943.0,8,2.0,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Asus,Notebook,14.0,Intel HD Graphics 620,Windows 10,1334.0,8,2.0,256,1024,1280,False,False,1920,1080,FHD,157.3505121487356,Intel,2.7,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 520,Windows 10,449.0,4,1.85,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,Intel
Asus,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,999.0,8,2.5,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
HP,Notebook,14.0,Intel HD Graphics 620,Windows 10,1268.0,8,1.48,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.6,Intel
Dell,Ultrabook,15.6,Nvidia GeForce 940MX,Windows 10,1049.0,8,1.9,128,1024,1152,True,False,1920,1080,FHD,141.21199808219862,Intel,1.6,Nvidia
HP,Notebook,15.6,Intel HD Graphics 620,Windows 10,1144.0,8,1.84,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Asus,Notebook,15.6,Intel HD Graphics 500,Linux,274.99,4,2.0,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,1.1,Intel
Dell,Notebook,15.6,Nvidia GeForce 940MX,Windows 10,1142.75,8,2.0,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,Nvidia
Dell,Notebook,15.6,Intel HD Graphics,Linux,274.9,4,2.2,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,1.6,Intel
Lenovo,Notebook,15.6,AMD Radeon 530,Windows 10,899.0,12,2.2,0,2048,2048,False,False,1920,1080,FHD,141.21199808219862,AMD,3.6,AMD
HP,Notebook,15.6,Nvidia GeForce 930MX ,Windows 10,716.0,8,2.1,0,1024,1024,True,False,1920,1080,FHD,141.21199808219862,Intel,2.4,Nvidia
Lenovo,2 in 1 Convertible,13.9,Intel UHD Graphics 620,Windows 10,2099.0,16,1.4,512,0,512,True,True,3840,2160,4K,316.96506044349616,Intel,1.8,Intel
Dell,Ultrabook,13.3,Intel UHD Graphics 620,Windows 10,1579.0,8,1.2,256,0,256,False,False,1920,1080,FHD,165.6321180513006,Intel,1.8,Intel
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows 10,1129.0,16,2.4,256,2048,2304,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
HP,Notebook,14.0,Intel HD Graphics 400,Windows 10,279.0,2,1.44,32,0,32,False,False,1366,768,HD,111.93520355955211,Intel,1.6,Intel
Dell,Ultrabook,15.6,Intel UHD Graphics 620,Windows 10,1607.96,16,1.88,768,0,768,False,False,1920,1080,FHD,141.21199808219862,Intel,1.9,Intel
Asus,2 in 1 Convertible,11.6,Intel HD Graphics 500,Windows 10,375.0,4,1.5,32,0,32,False,True,1366,768,HD,135.0942111925629,Intel,1.1,Intel
Dell,Ultrabook,15.6,AMD Radeon 530,Windows 10,663.0,8,1.9,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,AMD
Dell,Notebook,15.6,Nvidia GeForce GTX 1050,Windows 10,2027.42,16,2.06,512,0,512,False,True,3840,2160,4K,282.42399616439724,Intel,2.8,Nvidia
HP,Notebook,15.6,Intel HD Graphics 620,Windows 10,1304.0,8,1.84,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Intel
MSI,Gaming,17.3,Nvidia GeForce GTX 1060,Windows 10,1409.0,8,2.7,128,1024,1152,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
HP,Workstation,15.6,Nvidia Quadro M1200,Windows 10,1738.27,8,2.6,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Toshiba,Notebook,15.6,Nvidia GeForce 930M,Windows 10,1403.0,16,2.4,512,0,512,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Dell,Notebook,15.6,AMD Radeon 530,Windows 10,970.9,8,2.02,128,2048,2176,False,False,1920,1080,FHD,141.21199808219862,Intel,1.8,AMD
Lenovo,Notebook,15.6,Intel HD Graphics 500,No OS,321.99,4,2.2,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,1.1,Intel
Dell,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,999.0,8,2.65,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Dell,Notebook,15.6,Intel HD Graphics 620,Windows 10,557.37,8,2.36,0,2048,2048,False,True,1366,768,HD,100.45466986113651,Intel,2.5,Intel
Dell,Notebook,14.0,Intel HD Graphics 620,Windows 10,1427.0,8,1.36,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.6,Intel
HP,Notebook,15.6,Intel HD Graphics 520,Windows 10,439.0,4,1.86,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,2.0,Intel
Asus,Notebook,14.0,Intel HD Graphics 620,Windows 10,945.0,8,2.0,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Intel
Lenovo,Notebook,17.3,Nvidia GeForce GTX 940MX,Windows 10,719.0,6,2.8,128,1024,1152,False,False,1600,900,HD,106.11306214269258,Intel,2.5,Nvidia
HP,Notebook,15.6,Intel HD Graphics 620,Windows 10,639.0,8,1.86,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Lenovo,Notebook,15.6,Nvidia GeForce 920MX ,No OS,499.0,8,2.2,256,0,256,False,False,1366,768,HD,100.45466986113651,Intel,2.0,Nvidia
HP,Notebook,15.6,Intel HD Graphics 405,Windows 10,389.0,8,2.04,0,2048,2048,False,False,1366,768,HD,100.45466986113651,Intel,1.6,Intel
Dell,Notebook,17.3,AMD Radeon 530,Windows 10,1085.0,8,2.8,128,1024,1152,False,False,1920,1080,FHD,127.33567457123111,Intel,1.6,AMD
Lenovo,Gaming,15.6,Nvidia GeForce GTX 1050,No OS,809.0,8,2.4,128,1024,1152,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Dell,Notebook,15.6,AMD Radeon R7 M445,Windows 10,899.0,8,2.33,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,AMD
HP,Ultrabook,14.0,Intel HD Graphics 620,Windows 10,1750.0,8,1.36,256,0,256,True,False,1920,1080,FHD,157.3505121487356,Intel,2.7,Intel
Asus,2 in 1 Convertible,15.6,Nvidia GeForce GT 940MX,Windows 10,1099.0,12,2.26,512,2048,2560,False,True,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
Acer,Notebook,15.6,AMD Radeon R5,Windows 10,426.0,4,2.1,128,0,128,False,False,1366,768,HD,100.45466986113651,AMD,3.0,AMD
Asus,Gaming,17.3,AMD Radeon RX 580,Windows 10,2199.0,16,3.25,256,1024,1280,True,False,1920,1080,FHD,127.33567457123111,AMD,3.0,AMD
Lenovo,Notebook,17.3,AMD Radeon R5,Windows 10,489.0,4,2.6,128,0,128,False,False,1600,900,HD,106.11306214269258,AMD,2.2,AMD
Dell,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows 10,869.01,8,1.62,256,0,256,False,True,1920,1080,FHD,165.6321180513006,Intel,1.8,Intel
HP,Notebook,15.6,AMD Radeon R5,Windows 10,488.99,4,1.91,256,0,256,False,False,1920,1080,FHD,141.21199808219862,AMD,3.0,AMD
Lenovo,Netbook,11.6,Intel HD Graphics 500,Windows 10,553.0,4,1.59,128,0,128,True,False,1366,768,HD,135.0942111925629,Intel,1.1,Intel
Dell,Notebook,15.6,Intel HD Graphics 400,Windows 10,309.0,4,1.8,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,1.6,Intel
Asus,Notebook,14.0,Intel HD Graphics 500,Windows 10,286.0,4,1.5,32,0,32,False,False,1366,768,HD,111.93520355955211,Intel,1.1,Intel
Acer,Notebook,15.6,Nvidia GeForce GTX 1050,Linux,846.0,8,2.4,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
HP,Gaming,17.3,Nvidia GeForce GTX 1050,Windows 10,1191.0,8,3.35,128,1024,1152,True,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Lenovo,Notebook,15.6,Intel HD Graphics 520,No OS,403.5,4,1.85,128,0,128,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,Intel
Asus,Gaming,15.6,Nvidia GeForce GTX 1060,Windows 10,1655.0,8,2.3,128,1024,1152,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Lenovo,Notebook,14.0,Nvidia GeForce 940MX,Windows 10,1099.0,8,1.5,256,0,256,True,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Nvidia
Asus,Ultrabook,13.3,Intel HD Graphics 620,Windows 10,1748.9,16,1.1,512,0,512,False,True,1920,1080,FHD,165.6321180513006,Intel,2.7,Intel
Lenovo,Ultrabook,14.0,Intel HD Graphics 620,Windows 10,2282.0,8,1.13,512,0,512,True,False,2560,1440,QHD,209.8006828649808,Intel,2.7,Intel
Lenovo,Notebook,13.3,Intel HD Graphics 620,Windows 10,549.0,4,1.5,128,0,128,True,False,1920,1080,FHD,165.6321180513006,Intel,2.4,Intel
Dell,Workstation,15.6,AMD FirePro W5130M,Windows 10,1369.0,8,2.23,0,500,500,False,False,1920,1080,FHD,141.21199808219862,Intel,2.6,AMD
Dell,Workstation,15.6,Nvidia Quadro M1200,Windows 10,2135.0,8,2.0,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
Lenovo,2 in 1 Convertible,14.0,Intel HD Graphics 620,Windows 10,2509.0,16,1.42,512,0,512,False,True,2560,1440,QHD,209.8006828649808,Intel,2.7,Intel
Asus,Gaming,17.3,Nvidia GeForce GTX 1050,Windows 10,1039.0,8,3.0,0,1024,1024,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Asus,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,Windows 10,1591.0,16,3.0,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Acer,Notebook,15.6,Nvidia GeForce MX130,Windows 10,693.99,12,2.2,0,1024,1024,True,False,1366,768,HD,100.45466986113651,Intel,1.6,Nvidia
MSI,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,Windows 10,1349.0,8,2.7,256,0,256,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Dell,Notebook,15.6,AMD Radeon R7 M445,Linux,778.87,8,2.33,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.7,AMD
HP,Ultrabook,15.6,AMD Radeon 520,Windows 10,499.0,4,1.91,256,0,256,False,False,1920,1080,FHD,141.21199808219862,AMD,3.0,AMD
Lenovo,Notebook,15.6,AMD Radeon RX 550,Windows 10,1229.56,8,2.1,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,1.8,AMD
Lenovo,Notebook,14.0,Intel HD Graphics 620,Windows 10,938.0,8,1.9,256,0,256,True,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Intel
Dell,Workstation,15.6,Nvidia Quadro M1200,Windows 10,2712.0,8,1.78,256,0,256,False,True,3840,2160,4K,282.42399616439724,Intel,2.8,Nvidia
Lenovo,Ultrabook,14.0,Intel HD Graphics 620,Windows 10,2625.0,16,1.13,1024,0,1024,True,False,2560,1440,QHD,209.8006828649808,Intel,2.7,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 500,Windows 10,306.0,4,2.2,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,1.1,Intel
Asus,Gaming,17.3,Nvidia GeForce GTX 1050,Windows 10,1529.0,16,2.9,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Lenovo,Notebook,15.6,AMD Radeon RX 550,Windows 10,1144.5,8,2.1,256,1024,1280,True,False,1920,1080,FHD,141.21199808219862,Intel,1.6,AMD
Acer,Notebook,15.6,Nvidia GeForce GTX 1050,Linux,879.0,8,2.5,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
MSI,Gaming,17.3,Nvidia GeForce GTX 1070,Windows 10,2249.0,16,2.8,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Asus,Ultrabook,14.0,Intel HD Graphics 620,Windows 10,1873.0,8,1.1,512,0,512,False,False,1920,1080,FHD,157.3505121487356,Intel,2.7,Intel
Toshiba,Ultrabook,13.3,Intel HD Graphics 520,Windows 10,1747.0,16,1.2,512,0,512,False,False,1920,1080,FHD,165.6321180513006,Intel,2.5,Intel
Dell,Ultrabook,14.0,Intel HD Graphics,Windows 10,1680.0,8,1.36,512,0,512,False,False,1920,1080,FHD,157.3505121487356,Intel,2.8,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 520,Windows 10,409.0,4,2.2,0,500,500,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,Intel
Lenovo,Notebook,11.6,Intel HD Graphics 500,Windows 10,304.45,2,1.15,32,0,32,False,False,1366,768,HD,135.0942111925629,Intel,1.1,Intel
Lenovo,Workstation,15.6,Nvidia Quadro M1200,Windows 10,1925.0,8,2.67,512,0,512,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Lenovo,Ultrabook,14.0,Nvidia GeForce GT 940MX,Windows 10,1943.0,8,1.7,512,0,512,True,False,2560,1440,QHD,209.8006828649808,Intel,2.8,Nvidia
HP,Notebook,15.6,AMD Radeon 520,Windows 10,469.0,4,2.1,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,AMD
Acer,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows 10,789.01,8,1.6,256,0,256,True,True,1920,1080,FHD,165.6321180513006,Intel,2.5,Intel
Asus,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows 10,928.0,8,1.27,256,0,256,True,True,1920,1080,FHD,165.6321180513006,Intel,2.5,Intel
Dell,Notebook,15.6,AMD Radeon R5 M430,Linux,598.9,4,2.3,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,AMD
Dell,Notebook,13.3,Intel HD Graphics 520,Windows 10,689.0,4,1.65,128,0,128,False,False,1366,768,HD,117.82653006268643,Intel,2.0,Intel
HP,Ultrabook,14.0,Intel HD Graphics 520,Windows 10,1500.0,8,1.43,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Intel
Dell,Notebook,15.6,Intel HD Graphics 620,Windows 10,539.95,8,2.14,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Intel
Lenovo,Ultrabook,14.0,AMD Radeon RX 550,Windows 10,1215.38,8,1.75,256,0,256,True,False,1920,1080,FHD,157.3505121487356,Intel,1.8,AMD
Lenovo,2 in 1 Convertible,15.6,Nvidia GeForce GTX 1050,Windows 10,1899.0,16,2.0,512,0,512,True,True,3840,2160,4K,282.42399616439724,Intel,2.8,Nvidia
Chuwi,Notebook,12.3,Intel HD Graphics 500,Windows 10,449.0,6,1.4,64,0,64,True,False,2736,1824,QHD,267.3384360344031,Intel,1.1,Intel
HP,Notebook,15.6,Intel HD Graphics 630,Windows 10,1427.0,8,2.31,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.9,Intel
Asus,Notebook,15.6,Nvidia GeForce 940MX,Linux,597.0,8,2.3,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.4,Nvidia
Dell,Gaming,17.3,Nvidia GeForce GTX 1070,Windows 10,2799.0,16,4.42,256,1024,1280,True,False,2560,1440,QHD,169.78089942830815,Intel,2.9,Nvidia
Dell,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows 10,1159.0,8,2.62,128,1024,1152,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Dell,Notebook,15.6,AMD Radeon 530,Windows 10,1142.4,8,2.02,256,2048,2304,False,False,1920,1080,FHD,141.21199808219862,Intel,1.8,AMD
Dell,Ultrabook,14.0,Intel HD Graphics 620,Linux,1099.0,8,1.6,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.8,Intel
HP,Gaming,17.3,Nvidia GeForce GTX 1070,Windows 10,1999.0,12,3.35,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Mediacom,2 in 1 Convertible,11.6,Intel HD Graphics 500,Windows 10,299.0,4,1.16,32,0,32,True,True,1920,1080,FHD,189.90579052433606,Intel,1.1,Intel
Samsung,Netbook,11.6,Intel HD Graphics 400,Chrome OS,269.0,4,1.15,16,0,16,False,False,1366,768,HD,135.0942111925629,Intel,1.6,Intel
Lenovo,Notebook,13.3,Intel HD Graphics 620,Windows 10,1010.0,8,1.4,256,0,256,True,False,1920,1080,FHD,165.6321180513006,Intel,2.7,Intel
Lenovo,Notebook,14.0,Intel HD Graphics 620,Windows 10,599.0,4,1.7,128,0,128,True,False,1920,1080,FHD,157.3505121487356,Intel,2.7,Intel
Lenovo,Workstation,15.6,Nvidia GeForce 940MX,Windows 10,2445.0,16,2.3,512,0,512,True,False,3840,2160,4K,282.42399616439724,Intel,2.8,Nvidia
Lenovo,Notebook,15.6,Nvidia Quadro M2200M,Windows 10,2449.0,16,2.5,512,0,512,False,False,1920,1080,FHD,141.21199808219862,Intel,2.9,Nvidia
Asus,Gaming,17.3,AMD Radeon RX 580,Windows 10,1695.0,8,3.2,256,1024,1280,False,False,1920,1080,FHD,127.33567457123111,AMD,3.2,AMD
HP,Notebook,15.6,Intel HD Graphics 400,Windows 10,347.0,4,2.1,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,1.6,Intel
Google,Ultrabook,12.3,Intel HD Graphics 615,Chrome OS,2199.0,16,1.1,512,0,512,False,True,2400,1600,QHD,234.50740003017813,Intel,1.3,Intel
Lenovo,Ultrabook,14.0,Intel HD Graphics 620,Windows 10,2382.0,24,1.32,512,0,512,False,False,2560,1440,QHD,209.8006828649808,Intel,2.7,Intel
Asus,Notebook,15.6,Intel HD Graphics 620,Linux,559.0,4,2.0,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Lenovo,Notebook,17.3,AMD Radeon R4,Windows 10,519.0,8,2.8,0,1024,1024,False,False,1600,900,HD,106.11306214269258,AMD,2.5,AMD
Dell,Notebook,15.6,AMD Radeon 530,Windows 10,749.0,4,2.2,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,AMD
Lenovo,Ultrabook,12.5,Intel HD Graphics 620,Windows 10,1429.0,8,1.36,256,0,256,True,False,1920,1080,FHD,176.23257360658386,Intel,2.5,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 505,Windows 10,349.0,4,2.2,128,0,128,False,False,1920,1080,FHD,141.21199808219862,Intel,1.1,Intel
HP,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,1099.0,8,2.2,128,1024,1152,True,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Dell,Notebook,14.0,Nvidia GeForce 930MX,Windows 10,1179.0,8,1.64,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.8,Nvidia
Acer,Notebook,15.6,Intel HD Graphics 620,Linux,441.8,4,2.4,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Intel
Dell,Workstation,15.6,Nvidia Quadro M620,Windows 10,1993.0,8,2.23,64,1024,1088,False,False,1920,1080,FHD,141.21199808219862,Intel,3.0,Nvidia
MSI,Gaming,15.6,Nvidia GeForce GTX 1050,Windows 10,1027.74,8,2.2,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
Microsoft,Ultrabook,13.5,Intel Iris Plus Graphics 640,Windows 10 S,2589.0,16,1.25,512,0,512,False,True,2256,1504,FHD,200.84255993695703,Intel,2.5,Intel
HP,Notebook,15.6,Intel HD Graphics 620,Windows 10,589.0,8,1.91,128,0,128,False,False,1366,768,HD,100.45466986113651,Intel,2.5,Intel
Dell,Workstation,15.6,Nvidia Quadro M620,Windows 10,1975.0,16,2.17,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
HP,Workstation,15.6,Intel HD Graphics 620,Windows 10,1534.0,8,2.31,512,0,512,True,False,1920,1080,FHD,141.21199808219862,Intel,2.9,Intel
Lenovo,Notebook,14.0,Intel HD Graphics 620,Windows 10,1345.0,8,1.65,256,0,256,False,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Intel
Dell,Notebook,15.6,AMD Radeon 530,Windows 10,979.0,8,2.36,128,1024,1152,False,False,1920,1080,FHD,141.21199808219862,Intel,1.8,AMD
Dell,2 in 1 Convertible,11.6,Intel HD Graphics 405,Windows 10,479.0,4,1.47,0,500,500,False,True,1366,768,HD,135.0942111925629,Intel,1.6,Intel
Dell,Notebook,17.3,Nvidia GeForce GTX 1060,Windows 10,2046.0,8,4.42,0,1024,1024,True,False,1920,1080,FHD,127.33567457123111,Intel,2.7,Nvidia
Microsoft,Ultrabook,13.5,Intel HD Graphics 615,Windows 10 S,989.0,4,1.252,128,0,128,False,True,2256,1504,FHD,200.84255993695703,Intel,2.2,Intel
Microsoft,Ultrabook,13.5,Intel Iris Plus Graphics 640,Windows 10 S,1799.0,8,1.25,256,0,256,False,True,2256,1504,FHD,200.84255993695703,Intel,2.5,Intel
HP,Notebook,17.3,Intel HD Graphics 520,Windows 10,639.9,8,2.5,256,0,256,False,False,1600,900,HD,106.11306214269258,Intel,2.0,Intel
Acer,Notebook,15.6,Nvidia GeForce 940MX,Windows 10,544.0,4,2.23,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.0,Nvidia
Acer,Netbook,11.6,Intel HD Graphics 400,Windows 10,435.0,4,1.4,128,0,128,False,False,1366,768,HD,135.0942111925629,Intel,1.6,Intel
Asus,Notebook,15.6,Intel HD Graphics 620,Windows 10,749.0,8,2.37,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Intel
Lenovo,Notebook,14.0,AMD Radeon R7 M460,No OS,799.0,8,1.5,512,0,512,True,False,1920,1080,FHD,157.3505121487356,Intel,2.7,AMD
Lenovo,Notebook,15.6,Nvidia Quadro M2200M,Windows 10,2090.0,8,2.67,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.9,Nvidia
Asus,Notebook,15.6,Intel HD Graphics 500,Windows 10,304.0,4,2.0,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,1.1,Intel
Acer,Notebook,15.6,Nvidia GeForce GTX 940MX,Windows 10,469.0,4,2.2,0,500,500,False,False,1366,768,HD,100.45466986113651,Intel,2.0,Nvidia
Dell,Notebook,15.6,AMD Radeon 530,Windows 10,759.0,8,2.02,0,2048,2048,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,AMD
HP,Gaming,17.3,Nvidia GeForce GTX 1060,Windows 10,1699.0,12,3.78,0,1024,1024,True,False,1920,1080,FHD,127.33567457123111,Intel,2.8,Nvidia
Lenovo,Ultrabook,14.0,Intel HD Graphics 520,Windows 10,1858.0,12,1.4,256,0,256,True,False,2560,1440,QHD,209.8006828649808,Intel,2.6,Intel
HP,2 in 1 Convertible,13.3,Intel UHD Graphics 620,Windows 10,1999.0,8,1.29,512,0,512,True,True,3840,2160,4K,331.2642361026012,Intel,1.8,Intel
HP,Notebook,15.6,AMD FirePro W4190M ,Windows 10,1154.0,8,1.9,0,500,500,False,False,1920,1080,FHD,141.21199808219862,Intel,2.5,AMD
Google,Ultrabook,12.3,Intel HD Graphics 615,Chrome OS,1275.0,8,1.1,128,0,128,False,True,2400,1600,QHD,234.50740003017813,Intel,1.2,Intel
Dell,Ultrabook,13.3,Intel UHD Graphics 620,Windows 10,1841.85,8,1.42,256,0,256,False,True,1920,1080,FHD,165.6321180513006,Intel,1.6,Intel
Asus,Notebook,15.6,Intel HD Graphics 530,Windows 10,1299.0,12,2.06,128,1024,1152,True,False,3840,2160,4K,282.42399616439724,Intel,2.6,Intel
Dell,Notebook,14.0,Intel HD Graphics 520,Windows 10,740.0,8,1.79,128,0,128,False,False,1366,768,HD,111.93520355955211,Intel,2.3,Intel
Dell,Workstation,15.6,Nvidia Quadro M1200,Windows 10,2408.0,8,1.78,256,0,256,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Lenovo,Notebook,14.0,Intel HD Graphics 620,Windows 10,1364.0,8,1.7,180,0,180,False,False,1920,1080,FHD,157.3505121487356,Intel,2.5,Intel
Dell,Notebook,15.6,AMD Radeon 520,Windows 10,675.0,8,2.2,0,1024,1024,False,False,1920,1080,FHD,141.21199808219862,Intel,1.6,AMD
Toshiba,Notebook,13.3,Intel HD Graphics 620,Windows 10,1672.0,8,1.05,256,0,256,True,False,1920,1080,FHD,165.6321180513006,Intel,2.5,Intel
Dell,Notebook,15.6,Nvidia GeForce 940MX,Windows 10,1262.0,8,2.16,512,0,512,True,False,1920,1080,FHD,141.21199808219862,Intel,1.8,Nvidia
Dell,Notebook,15.6,Intel HD Graphics 620,Windows 10,586.6,4,2.18,0,1024,1024,False,False,1366,768,HD,100.45466986113651,Intel,2.4,Intel
HP,Notebook,13.3,Intel UHD Graphics 620,Windows 10,726.0,4,1.49,128,0,128,True,False,1920,1080,FHD,165.6321180513006,Intel,1.6,Intel
Chuwi,Notebook,15.6,Intel HD Graphics,Windows 10,248.9,4,1.89,64,0,64,False,False,1920,1080,FHD,141.21199808219862,Intel,1.44,Intel
Lenovo,Notebook,15.6,Intel HD Graphics 520,Windows 10,565.0,4,2.3,128,0,128,False,False,1366,768,HD,100.45466986113651,Intel,2.0,Intel
Lenovo,Notebook,14.0,Intel UHD Graphics 620,Windows 10,1049.0,8,1.75,256,0,256,True,False,1920,1080,FHD,157.3505121487356,Intel,1.6,Intel
Dell,Workstation,15.6,Nvidia Quadro M620,Windows 10,2338.0,16,2.17,512,0,512,True,False,1920,1080,FHD,141.21199808219862,Intel,2.7,Nvidia
Dell,Notebook,15.6,Nvidia GeForce GTX 1050,Windows 10,1899.0,16,2.06,512,0,512,False,False,1920,1080,FHD,141.21199808219862,Intel,2.8,Nvidia
Lenovo,Ultrabook,12.5,Intel HD Graphics 620,Windows 10,1798.0,16,1.36,512,0,512,True,False,1920,1080,FHD,176.23257360658386,Intel,2.7,Intel
Asus,Ultrabook,12.5,Intel HD Graphics 620,Windows 10,1950.0,16,0.91,512,0,512,False,False,1920,1080,FHD,176.23257360658386,Intel,2.7,Intel
Lenovo,Notebook,15.6,Nvidia GeForce 940MX,Windows 10,1011.99,8,2.3,256,0,256,True,False,1920,1080,FHD,141.21199808219862,Intel,2.5,Nvidia
